fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,76,76,0,24,7,2,0.625,0.6666666666666666,0.6666666666666666,NaN
2,76,76,0,24,7,2,0.7078260869565217,0.7083333333333333,0.7083333333333334,NaN
3,82,82,0,18,7,2,0.2528735632183908,0.4583333333333333,0.6111111111111112,NaN
4,78,78,0,22,7,2,0.26282051282051283,0.4333333333333333,0.4090909090909091,NaN
5,88,88,0,12,8,1,1.0,1.0,1.0,NaN
