strategy,n_rows,macro_f1_mean,balanced_accuracy_mean,accuracy_mean
new_primary_top3_top4_a007,12,0.4100593757901047,0.44861111111111107,0.45658457827575477
h1_router_fb_cortex_striatum,12,0.4025591685147627,0.4439814814814815,0.44913243075007775
fallback_top1_top1_a017,12,0.39479880040447085,0.4407407407407407,0.44020385932150635
