fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,76,76,0,24,7,2,0.42512077294685985,0.625,0.625,NaN
2,78,78,0,22,7,2,0.6857142857142857,0.7,0.7272727272727273,NaN
3,76,76,0,24,7,2,0.37777777777777777,0.41666666666666663,0.4166666666666667,NaN
4,88,88,0,12,8,1,0.2222222222222222,0.5,0.5,NaN
5,82,82,0,18,7,2,0.4,0.5,0.6666666666666666,NaN
