fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,94,94,0,24,10,2,0.20384294068504594,0.25,0.25,NaN
2,94,94,0,24,10,2,0.1931818181818182,0.25,0.25,NaN
3,96,96,0,22,10,2,0.14814814814814814,0.16666666666666666,0.18181818181818182,NaN
4,94,94,0,24,9,3,0.3168627450980392,0.4444444444444444,0.4166666666666667,0.4953703703703704
5,94,94,0,24,9,3,0.25274725274725274,0.3055555555555555,0.375,NaN
