fold,n_train,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,608,336,8,4,0.39699435329687427,0.5115740740740741,0.44345238095238093,0.7000530478395062
2,624,320,8,4,0.30030903337354947,0.45233585858585856,0.3375,0.6646533889755397
3,656,288,8,4,0.3083765811443968,0.40046296296296297,0.34375,0.5653203768004116
