fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,64,64,0,18,7,2,0.40277777777777785,0.5416666666666667,0.4444444444444444,NaN
2,64,64,0,18,7,2,0.37719298245614036,0.41666666666666663,0.4444444444444444,NaN
3,64,64,0,18,7,2,0.3333333333333333,0.5,0.6666666666666666,NaN
4,70,70,0,12,8,1,0.09523809523809523,0.16666666666666666,0.16666666666666666,NaN
5,66,66,0,16,7,2,0.0,0.0,0.0,NaN
