fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,94,94,0,24,10,2,0.8285714285714285,0.8333333333333333,0.8333333333333334,NaN
2,94,94,0,24,10,2,0.39734299516908217,0.5833333333333334,0.5833333333333334,NaN
3,90,90,0,28,9,3,0.27170868347338933,0.31666666666666665,0.39285714285714285,0.5190025252525253
4,94,94,0,24,9,3,0.5720668220668221,0.5833333333333334,0.5833333333333334,0.6705246913580248
5,100,100,0,18,10,2,0.6,0.625,0.6111111111111112,NaN
