fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,70,70,0,24,7,2,0.3308270676691729,0.5,0.5,NaN
2,72,72,0,22,7,2,0.34767025089605735,0.5583333333333333,0.5909090909090909,NaN
3,76,76,0,18,7,2,0.49561403508771934,0.7916666666666667,0.7222222222222222,NaN
4,76,76,0,18,7,2,0.609907120743034,0.6666666666666667,0.6111111111111112,NaN
5,82,82,0,12,8,1,0.42857142857142855,0.75,0.75,NaN
