strategy,n_rows,macro_f1_mean,balanced_accuracy_mean,accuracy_mean
h1_router_fb_cortex_striatum,8,0.47883074077492344,0.5013888888888889,0.4975198412698413
fallback_top1_top1_a017,8,0.44617918709934234,0.47152777777777777,0.4677579365079365
new_primary_top3_top4_a007,8,0.4411384787884401,0.4701388888888889,0.47842261904761907
