split_seed,delta_cv_macro_f1,delta_holdout_macro_f1
11,0.040317864553857774,0.051948051948051965
22,-0.05525998528658094,-0.049002849002849014
33,0.09349519710393628,0.0
42,-0.034444243647279604,-0.050168350168350306
