fold,n_train,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,94,24,10,2,0.30242272347535504,0.375,0.375,NaN
2,94,24,10,2,0.10526315789473684,0.125,0.125,NaN
3,96,22,10,2,0.08888888888888889,0.08333333333333333,0.09090909090909091,NaN
4,94,24,9,3,0.48500881834215165,0.5,0.5833333333333334,0.8040123456790124
5,94,24,9,3,0.2380952380952381,0.2777777777777778,0.4166666666666667,NaN
