fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,66,66,0,22,7,2,0.16,0.3,0.2727272727272727,NaN
2,70,70,0,18,7,2,0.6785714285714286,0.6666666666666666,0.7777777777777778,NaN
3,70,70,0,18,7,2,0.2528735632183908,0.4583333333333333,0.6111111111111112,NaN
4,70,70,0,18,7,2,0.9345454545454546,0.9166666666666667,0.9444444444444444,NaN
5,76,76,0,12,8,1,0.2857142857142857,0.75,0.75,NaN
