fold,n_train,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,94,24,10,2,0.2997076023391813,0.4166666666666667,0.4166666666666667,NaN
2,94,24,10,2,0.19794584500466852,0.25,0.25,NaN
3,96,22,10,2,0.1851851851851852,0.20833333333333334,0.22727272727272727,NaN
4,94,24,9,3,0.42318840579710143,0.4444444444444445,0.5416666666666666,0.6211419753086419
5,94,24,9,3,0.38779956427015244,0.5277777777777778,0.7083333333333334,NaN
