fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,64,64,0,18,7,2,0.3793103448275862,0.4583333333333333,0.6111111111111112,NaN
2,64,64,0,18,7,2,0.1568627450980392,0.16666666666666666,0.2222222222222222,NaN
3,64,64,0,18,7,2,0.5,0.5,0.5555555555555556,NaN
4,70,70,0,12,8,1,1.0,1.0,1.0,NaN
5,66,66,0,16,7,2,0.5465587044534412,0.55,0.5625,NaN
