fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,94,94,0,24,10,2,0.12698412698412698,0.16666666666666666,0.16666666666666666,NaN
2,94,94,0,24,10,2,0.19437340153452687,0.25,0.25,NaN
3,96,96,0,22,10,2,0.09523809523809523,0.08333333333333333,0.09090909090909091,NaN
4,94,94,0,24,9,3,0.42940685045948196,0.5,0.5416666666666666,0.6820987654320988
5,94,94,0,24,9,3,0.3047619047619048,0.3611111111111111,0.4583333333333333,NaN
