fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,94,94,0,24,10,2,0.3333333333333333,0.5,0.5,NaN
2,94,94,0,24,9,3,0.2222222222222222,0.3333333333333333,0.5,0.5046296296296297
3,94,94,0,24,10,2,0.3333333333333333,0.5,0.5,NaN
4,96,96,0,22,10,2,0.3125,0.5,0.45454545454545453,NaN
5,94,94,0,24,9,3,0.2222222222222222,0.3333333333333333,0.5,0.6358024691358025
