fold,n_train,n_train_after_outlier,n_train_outlier_removed,n_valid,n_train_groups,n_valid_groups,macro_f1,balanced_accuracy,accuracy,auc_ovr_macro
1,88,88,0,30,9,3,0.2972582972582973,0.36111111111111116,0.43333333333333335,0.4444444444444444
2,94,94,0,24,10,2,0.5049382716049382,0.75,0.75,NaN
3,90,90,0,28,9,3,0.52684246112238,0.5444444444444444,0.6071428571428571,0.6998842592592593
4,100,100,0,18,10,2,0.4,0.5,0.6666666666666666,NaN
5,100,100,0,18,10,2,0.5418181818181818,0.5416666666666666,0.6111111111111112,NaN
